,year,odometer,keterangan
17573,2017.0,28751.0,
17574,2013.0,58133.0,
17575,2016.0,35924.0,
17576,2017.0,40694.0,
17577,2017.0,63535.0,
17578,2016.0,36776.0,
17579,2014.0,51200.0,
17580,2013.0,64452.0,
17581,2014.0,29867.0,
17582,2017.0,25226.0,
17583,2017.0,22691.0,
17584,2014.0,44702.0,
17585,2014.0,57093.0,
17586,2015.0,48643.0,
17587,2017.0,47067.0,
17588,2017.0,39460.0,
17589,2017.0,15008.0,
17590,2016.0,60095.0,
17591,2017.0,38650.0,
17592,2015.0,92350.0,
17593,2013.0,36703.0,
17594,2012.0,88885.0,
17595,2015.0,19956.0,
17596,2014.0,38077.0,
17597,2018.0,12347.0,
17598,2008.0,65542.0,
17599,2017.0,9877.0,
17600,2012.0,49493.0,
17601,2017.0,19048.0,
17602,2015.0,68232.0,
17603,2011.0,90143.0,
17604,1991.0,300000.0,
17605,2020.0,9111.0,
17606,2018.0,19025.0,
17607,2014.0,87745.0,
17608,2008.0,168622.0,
17609,2018.0,34005.0,
17610,2017.0,4140.0,
17611,2006.0,165576.0,
17612,2013.0,43059.0,
17614,2015.0,43569.0,
17615,1997.0,245000.0,
17616,2018.0,13102.0,
17617,2015.0,74518.0,
17618,2008.0,84051.0,
17619,2017.0,55622.0,
17620,2005.0,147537.0,
17621,2005.0,185000.0,
17623,2010.0,131000.0,
17624,2015.0,59830.0,
17625,2013.0,100548.0,
17626,2013.0,94792.0,
17627,2013.0,60846.0,
17628,2013.0,117543.0,
17629,2007.0,116984.0,
17630,2011.0,147172.0,
17631,2014.0,84587.0,
17632,2014.0,51475.0,
17633,2009.0,118328.0,
17634,2014.0,75875.0,
17635,2007.0,170405.0,
17636,2008.0,171188.0,
17637,2015.0,43608.0,
17638,2009.0,64910.0,
17639,2014.0,71047.0,
17640,2005.0,144762.0,
17641,2014.0,76882.0,
17642,2011.0,52999.0,
17643,2018.0,19791.0,
17644,2015.0,43569.0,
17645,2014.0,27905.0,
17646,2017.0,25911.0,
17647,2016.0,64063.0,
17648,2015.0,60456.0,
17649,2016.0,86637.0,
17650,2015.0,35559.0,
17651,2009.0,158904.0,
17652,2018.0,12071.0,
17653,2015.0,116749.0,
17654,2014.0,51581.0,
17655,2017.0,23419.0,
17656,2014.0,71410.0,
17657,2018.0,16463.0,
17658,2014.0,82003.0,
17659,2016.0,56522.0,
17660,2016.0,60333.0,
17661,2010.0,133580.0,
17662,2016.0,35811.0,
17663,2017.0,33000.0,
17664,2018.0,13119.0,
17665,2018.0,11539.0,
17666,2018.0,19791.0,
17667,2018.0,13102.0,
17668,2012.0,86000.0,
17669,2007.0,99500.0,
17670,2006.0,133000.0,
17671,2008.0,88000.0,
17672,2013.0,126000.0,
17673,2017.0,22492.0,
17674,2015.0,31860.0,
17675,2017.0,22492.0,
17676,2012.0,19514.0,
17677,2013.0,126000.0,
17678,2007.0,76591.0,
17679,2008.0,105000.0,
17682,2011.0,129795.0,
17683,2013.0,98759.0,
17684,1997.0,174500.0,
17685,2000.0,200000.0,
17686,2015.0,13790.0,
17688,2003.0,140000.0,
17689,2008.0,138000.0,
17690,1998.0,158000.0,
17691,2016.0,30811.0,
17692,2017.0,26678.0,
17694,2009.0,161000.0,
17695,2016.0,39241.0,
17697,2011.0,86326.0,
17698,2013.0,47937.0,
17699,2017.0,29773.0,
17700,2018.0,43140.0,
17701,2015.0,20058.0,
17702,2014.0,53713.0,
17703,2014.0,63964.0,
17704,2016.0,59029.0,
17705,2015.0,65895.0,
17706,2015.0,36816.0,
17707,2016.0,25096.0,
17708,2015.0,54963.0,
17709,2017.0,24044.0,
17710,2015.0,69700.0,
17711,2019.0,60.0,
17712,2015.0,37260.0,
17713,2018.0,38508.0,
17714,2015.0,66436.0,
17715,2018.0,34274.0,
17716,2014.0,62865.0,
17717,2017.0,23372.0,
17718,2017.0,47279.0,
17719,2015.0,52012.0,
17720,2015.0,62330.0,
17721,2013.0,36277.0,
17722,2019.0,25308.0,
17723,2020.0,9111.0,
17724,2013.0,64858.0,
17725,2013.0,36703.0,
17726,2019.0,24159.0,
17727,2015.0,37358.0,
17728,2013.0,51575.0,
17729,2019.0,22078.0,
17730,2015.0,58103.0,
17731,2018.0,19130.0,
17732,2014.0,18474.0,
17733,2019.0,7994.0,
17734,2018.0,29616.0,
17735,2014.0,35280.0,
17736,2017.0,51062.0,
17737,2015.0,46229.0,
17738,2017.0,35875.0,
17739,2014.0,61829.0,
17740,2015.0,66965.0,
17741,2016.0,30432.0,
17742,2015.0,57277.0,
17743,2017.0,26797.0,
17744,2018.0,26157.0,
17745,2019.0,12389.0,
17746,2014.0,64736.0,
17747,2018.0,46325.0,
17748,2014.0,50851.0,
17749,2017.0,48343.0,
17750,2014.0,52220.0,
17751,2014.0,29142.0,
17752,2014.0,50851.0,
17753,2018.0,46558.0,
17754,2016.0,50133.0,
17755,2019.0,28742.0,
17756,2018.0,34005.0,
17757,2018.0,31994.0,
17758,2016.0,45125.0,
17759,2018.0,35591.0,
17760,2016.0,37141.0,
17761,2017.0,20074.0,
17762,2019.0,4414.0,
17763,2014.0,41348.0,
17764,2017.0,24209.0,
17765,2019.0,25738.0,
17766,2014.0,50269.0,
17767,2016.0,34794.0,
17768,2018.0,29436.0,
17769,2017.0,20423.0,
17770,2016.0,55398.0,
17771,2017.0,26262.0,
17772,2014.0,64675.0,
17773,2016.0,41244.0,
17774,2019.0,20628.0,
17775,2019.0,27562.0,
17776,2016.0,66226.0,
17777,2005.0,119890.0,
17778,2014.0,77968.0,
17779,2009.0,110448.0,
17780,2011.0,64451.0,
17781,2017.0,77504.0,
17784,2018.0,8750.0,
17785,2010.0,62294.0,
17787,2005.0,166345.0,
17788,2013.0,44832.0,
17789,2016.0,64283.0,
17791,2016.0,17038.0,
17792,2012.0,130022.0,
17793,2015.0,65239.0,
17794,2017.0,27358.0,
17795,1996.0,250000.0,
17796,2014.0,31935.0,
17797,2010.0,51345.0,
17798,2014.0,91012.0,
17799,2017.0,27191.0,
17800,2001.0,117900.0,
17801,2017.0,9877.0,
17804,2010.0,80436.0,
17806,2016.0,32455.0,
17807,2016.0,38765.0,
17808,2009.0,98994.0,
17809,2010.0,84911.0,
17810,2015.0,46487.0,
17811,2014.0,45189.0,
17812,2009.0,82681.0,
17813,2011.0,71004.0,
17814,2011.0,79038.0,
17815,2008.0,101484.0,
17816,2016.0,46001.0,
17817,2016.0,20682.0,
17818,2013.0,43290.0,
17819,2014.0,85816.0,
17820,2007.0,125000.0,
17821,2017.0,33279.0,
17822,2016.0,42609.0,
17823,2012.0,77535.0,
17824,2010.0,180000.0,
17825,2013.0,69152.0,
17826,2014.0,106012.0,
17827,2018.0,11246.0,
17828,2007.0,76591.0,
17829,2016.0,58157.0,
17830,2010.0,117491.0,
17832,2013.0,70445.0,
17833,2010.0,103315.0,
17834,2007.0,70227.0,
17835,2011.0,46710.0,
17837,2013.0,80130.0,
17838,2014.0,87358.0,
17839,2010.0,117491.0,
17840,2013.0,43290.0,
17841,2017.0,15475.0,
17842,2013.0,85467.0,
17843,2013.0,98261.0,
17844,2014.0,87358.0,
17846,2015.0,31860.0,
17847,2012.0,76230.0,
17848,2015.0,19956.0,
17849,2018.0,12347.0,
17850,2017.0,9877.0,
17851,2011.0,71829.0,
17852,2012.0,32275.0,
17853,2012.0,76554.0,
17854,2007.0,78329.0,
17855,2010.0,83168.0,
17857,2012.0,104183.0,
17858,2004.0,56000.0,
17859,2006.0,159622.0,
17860,2016.0,50133.0,
17861,2018.0,10624.0,
17862,2011.0,69485.0,
17863,2009.0,44003.0,
17864,2016.0,46942.0,
17865,2015.0,86395.0,
17866,2011.0,73745.0,
17867,2004.0,641.0,
17868,2015.0,76135.0,
17870,2015.0,52557.0,
17871,2017.0,38176.0,
17872,2018.0,137.0,
17873,2013.0,61104.0,
17874,2016.0,43999.0,
17875,2014.0,106012.0,
17876,2011.0,119611.0,
17878,2014.0,34290.0,
17879,2012.0,76230.0,
17880,2015.0,19956.0,
17881,2018.0,12347.0,
17882,2009.0,178637.0,
17883,2011.0,86882.0,
17884,2017.0,38176.0,
17885,2013.0,75781.0,
17886,2011.0,73745.0,
17887,2011.0,69485.0,
17888,2006.0,150845.0,
17889,1994.0,54263.0,
17890,2017.0,26309.0,
17891,2013.0,92500.0,
17892,1994.0,54263.0,
17894,2019.0,13538.0,
17895,2018.0,23336.0,
17896,2013.0,123995.0,
17897,2015.0,46229.0,
17898,2015.0,108567.0,
17899,2011.0,149147.0,
17900,1999.0,107409.0,
17901,2018.0,8044.0,
17902,2013.0,96087.0,
17903,2004.0,165475.0,
17904,2000.0,237425.0,
17905,2016.0,87612.0,
17906,2018.0,9305.0,
17907,2019.0,17290.0,
17908,2015.0,76000.0,
17909,2019.0,12199.0,
17911,2019.0,10905.0,
17912,2018.0,30923.0,
17913,2004.0,319000.0,
17914,2015.0,78731.0,
17916,2019.0,20069.0,
17918,2019.0,10673.0,
17919,2012.0,103893.0,
17920,2017.0,24601.0,
17921,2014.0,92469.0,
17922,2017.0,19048.0,
17923,2017.0,22492.0,
17924,2012.0,19514.0,
17925,2009.0,80675.0,
17926,2011.0,89741.0,
17927,2014.0,75771.0,
17928,2005.0,83611.0,
17929,2012.0,41047.0,
17930,2013.0,52450.0,
17931,2001.0,134000.0,
17932,2015.0,78209.0,
17933,2018.0,22195.0,
17934,2018.0,35851.0,
17937,2011.0,157013.0,
17938,1996.0,200000.0,
17939,2006.0,101000.0,
17940,1998.0,68000.0,
17941,2007.0,166000.0,
17943,2018.0,17925.0,
17944,2018.0,9879.0,
17945,2018.0,32577.0,
17946,2005.0,144762.0,
17947,2017.0,52350.0,
17948,2019.0,2680.0,
17949,2016.0,41365.0,
17950,2014.0,72230.0,
17951,2012.0,49347.0,
17952,2008.0,130000.0,
17953,2019.0,13538.0,
17954,2014.0,82003.0,
17955,2012.0,19514.0,
17956,2017.0,19048.0,
17957,2013.0,126000.0,
17958,2018.0,23336.0,
17960,2011.0,75437.0,
17961,2018.0,21348.0,
17963,2018.0,32154.0,
17964,2016.0,42356.0,
17965,2015.0,61692.0,
17966,2016.0,47459.0,
17967,2008.0,155000.0,
17968,2014.0,50000.0,
17969,2019.0,12199.0,
17970,2018.0,30923.0,
17971,2014.0,37687.0,
17972,1995.0,173000.0,
17973,2017.0,19904.0,
17974,2016.0,55042.0,
17975,2017.0,64246.0,
17976,2018.0,20673.0,
17977,2017.0,29773.0,
17978,2015.0,61677.0,
17979,2009.0,152590.0,
17980,2018.0,38508.0,
17981,2014.0,89003.0,
17982,2015.0,52872.0,
17983,2012.0,103788.0,
17984,2011.0,124791.0,
17985,2014.0,63415.0,
17986,2015.0,67474.0,
17987,2015.0,39500.0,
17988,2015.0,37358.0,
17989,2010.0,126231.0,
17990,2008.0,168622.0,
17991,2013.0,126000.0,
17992,2015.0,31860.0,
17993,2012.0,76230.0,
17994,2015.0,19956.0,
17995,2018.0,12347.0,
17996,2001.0,131900.0,
17997,2014.0,44793.0,
17998,2008.0,92297.0,
17999,2013.0,64973.0,
18000,2012.0,38023.0,
18001,2007.0,73819.0,
18002,2013.0,57308.0,
18003,2016.0,50133.0,
18004,2013.0,68500.0,
18005,2008.0,80000.0,
18006,2002.0,141600.0,
18007,2006.0,199862.0,
18008,2012.0,87774.0,
18009,2019.0,31301.0,
18010,2017.0,29911.0,
18011,2014.0,27905.0,
18012,2014.0,51581.0,
18013,2013.0,43059.0,
18014,2008.0,52970.0,
18015,2016.0,35811.0,
18016,2015.0,43569.0,
18017,2018.0,13102.0,
18018,2014.0,101952.0,
18019,2015.0,62770.0,
18020,2016.0,40209.0,
18021,2019.0,859.0,
18022,2019.0,19232.0,
18023,2018.0,34931.0,
18024,2015.0,43846.0,
18025,2013.0,44832.0,
18026,2015.0,60456.0,
18027,2016.0,17038.0,
18028,2015.0,116749.0,
18029,2016.0,32173.0,
18030,2016.0,88614.0,
18031,2016.0,20682.0,
18032,2017.0,11676.0,
18033,2018.0,50810.0,
18034,2014.0,51581.0,
18035,2017.0,18362.0,
18036,2014.0,110772.0,
18037,2018.0,45193.0,
18038,2018.0,12071.0,
18039,2017.0,29911.0,
18040,2013.0,44832.0,
18041,2016.0,86637.0,
18042,2015.0,43569.0,
18043,2015.0,68955.0,
18044,2018.0,50271.0,
18045,2017.0,17298.0,
18046,2019.0,37100.0,
18048,2019.0,38299.0,
18049,2017.0,42138.0,
18050,2017.0,44360.0,
18051,2015.0,64734.0,
18052,2017.0,33279.0,
18053,2019.0,859.0,
18054,2018.0,10624.0,
18055,2016.0,17038.0,
18056,2016.0,32173.0,
18057,2017.0,27358.0,
18058,2014.0,34290.0,
18059,2018.0,34931.0,
18060,2018.0,13102.0,
18061,2014.0,82003.0,
18062,2012.0,87774.0,
18063,2015.0,76135.0,
18064,2016.0,30494.0,
18065,2018.0,28419.0,
18066,2013.0,43059.0,
18067,2013.0,72449.0,
18068,2018.0,9879.0,
18069,2011.0,32578.0,
18070,2016.0,41365.0,
18071,2016.0,30494.0,
18072,2015.0,64734.0,
18073,2013.0,47937.0,
18074,2017.0,22492.0,
18075,2015.0,31860.0,
18076,2012.0,76230.0,
18077,2005.0,125000.0,
18078,2007.0,67709.0,
18079,2014.0,65488.0,
18080,2009.0,107635.0,
18081,2001.0,186000.0,
18082,1992.0,210000.0,
18083,2013.0,45000.0,
18084,1997.0,3000.0,
18085,2012.0,130022.0,
18086,2007.0,119969.0,
18087,2014.0,56332.0,
18088,2017.0,27358.0,
18089,2018.0,23713.0,
18090,2000.0,140000.0,
18091,1999.0,202613.0,
18092,2014.0,51035.0,
18093,2009.0,149900.0,
18094,2000.0,85000.0,
18095,2014.0,31935.0,
18096,2014.0,89003.0,
18097,2015.0,52872.0,
18098,2012.0,103788.0,
18099,2011.0,124791.0,
18100,2015.0,39500.0,
18101,2018.0,9256.0,
18102,1998.0,145000.0,
18103,2005.0,238000.0,
18104,2000.0,140000.0,
18105,2011.0,97000.0,
18106,2014.0,71000.0,
18107,2015.0,62896.0,
18108,2017.0,9877.0,
18109,2017.0,19048.0,
18110,2017.0,22492.0,
18111,2015.0,38029.0,
18112,2012.0,77799.0,
18113,2009.0,60868.0,
18114,2008.0,93940.0,
18115,2008.0,77403.0,
18116,2011.0,82991.0,
18117,2013.0,23690.0,
18118,2013.0,21994.0,
18119,2017.0,4140.0,
18121,1997.0,167873.0,
18122,1992.0,168000.0,
18123,2011.0,32578.0,
18124,2016.0,64063.0,
18125,2017.0,2500.0,
18127,2016.0,60932.0,
18128,2017.0,11676.0,
18129,2013.0,85467.0,
18130,2010.0,80436.0,
18131,2013.0,72449.0,
18132,2015.0,19956.0,
18133,2018.0,12347.0,
18134,2017.0,9877.0,
18135,2007.0,170000.0,
18137,2013.0,72110.0,
18138,2016.0,60095.0,
18139,2013.0,107157.0,
18140,2011.0,77954.0,
18141,2015.0,52000.0,
18142,2015.0,51246.0,
18143,2016.0,4633.0,
18144,2004.0,93000.0,
18145,2015.0,42010.0,
18146,2018.0,33746.0,
18147,2005.0,139288.0,
18148,2013.0,131464.0,
18150,2018.0,23877.0,
18151,2016.0,54711.0,
18152,2015.0,35559.0,
18153,2015.0,62770.0,
18154,2014.0,27905.0,
18155,2018.0,16463.0,
18156,2019.0,31301.0,
18157,2008.0,132922.0,
18158,2016.0,30352.0,
18159,2017.0,23419.0,
18160,2017.0,33000.0,
18161,2016.0,60331.0,
18162,2018.0,13119.0,
18163,2019.0,27012.0,
18164,2013.0,47937.0,
18165,2008.0,52970.0,
18166,2016.0,41729.0,
18167,2009.0,158904.0,
18168,2011.0,52999.0,
18169,2016.0,35811.0,
18170,2014.0,71410.0,
18171,2018.0,11539.0,
18172,2017.0,29863.0,
18173,2014.0,76882.0,
18174,2005.0,144762.0,
18175,2018.0,19791.0,
18176,2009.0,99462.0,
18177,2017.0,20189.0,
18178,2014.0,59301.0,
18179,2015.0,51089.0,
18180,2016.0,45602.0,
18181,2019.0,21006.0,
18182,2011.0,46574.0,
18183,2018.0,24979.0,
18184,2014.0,82841.0,
18185,2012.0,66090.0,
18186,2016.0,53000.0,
18187,2016.0,25320.0,
18190,2008.0,173800.0,
18191,2017.0,40564.0,
18192,2017.0,38650.0,
18193,2009.0,120953.0,
18194,2012.0,19514.0,
18195,2013.0,126000.0,
18196,2015.0,31860.0,
18197,2012.0,76230.0,
18198,2015.0,19956.0,
18199,2012.0,108941.0,
18200,2016.0,48368.0,
18201,2012.0,58061.0,
18202,2016.0,45125.0,
18203,2016.0,52535.0,
18204,2017.0,40771.0,
18205,2010.0,83538.0,
18206,2011.0,97000.0,
18207,2005.0,129000.0,
18208,2002.0,174000.0,
18209,2000.0,140000.0,
18210,2010.0,100375.0,
18211,2011.0,1.0,
18212,2015.0,58000.0,
18213,2009.0,155000.0,
18214,2016.0,30352.0,
18215,2010.0,84911.0,
18216,2012.0,99000.0,
18217,2019.0,37100.0,
18218,2012.0,75716.0,
18219,2012.0,130022.0,
18220,2007.0,66000.0,
18221,2018.0,23877.0,
18222,2014.0,85816.0,
18223,2015.0,35559.0,
18224,2012.0,19514.0,
18225,2017.0,19048.0,
18226,2013.0,126000.0,
18227,2016.0,78859.0,
18228,2008.0,124707.0,
18229,2011.0,111259.0,
18230,2007.0,164056.0,
18231,2012.0,65356.0,
18232,2012.0,128884.0,
18233,2005.0,180826.0,
18234,2005.0,134136.0,
18235,2006.0,196670.0,
18237,2014.0,99797.0,
18238,2011.0,111351.0,
18239,2005.0,172086.0,
18240,2011.0,147172.0,
18241,2010.0,182676.0,
18244,2015.0,49006.0,
18245,2013.0,51371.0,
18246,2017.0,83683.0,
18247,2004.0,96000.0,
18249,2010.0,37000.0,
18250,2014.0,73111.0,
18251,2005.0,122323.0,
18252,2016.0,38192.0,
18253,2019.0,2648.0,
18254,2007.0,151047.0,
18255,2018.0,9160.0,
18256,1996.0,145252.0,
18257,2013.0,60797.0,
18258,2013.0,74793.0,
18259,2011.0,229857.0,
18260,2015.0,33139.0,
18261,2009.0,87270.0,
18262,2004.0,38595.0,
18263,2004.0,104510.0,
18264,2006.0,103087.0,
18265,2019.0,2520.0,
18266,2018.0,32991.0,
18267,2005.0,310920.0,
18268,2018.0,32991.0,
18269,2011.0,59953.0,
18270,2017.0,39908.0,
18271,2017.0,34116.0,
18272,2003.0,97600.0,
18273,2016.0,30199.0,
18274,2017.0,37112.0,
18275,2012.0,45369.0,
18276,2015.0,65239.0,
18278,2018.0,12347.0,
18279,2017.0,9877.0,
18280,2017.0,19048.0,
18281,2017.0,22492.0,
18282,2011.0,74135.0,
18283,2012.0,97166.0,
18284,2011.0,62260.0,
18285,2007.0,102218.0,
18286,2009.0,130334.0,
18287,2015.0,105500.0,
18288,1995.0,200000.0,
18289,2016.0,64063.0,
18291,2012.0,77535.0,
18292,2002.0,78118.0,
18293,2011.0,63778.0,
18294,2015.0,65895.0,
18295,2016.0,68710.0,
18296,2016.0,49807.0,
18297,2016.0,40209.0,
18298,2012.0,116616.0,
18299,2012.0,66575.0,
18300,2016.0,30811.0,
18301,2015.0,16068.0,
18302,2011.0,106487.0,
18303,2006.0,67152.0,
18304,2019.0,19416.0,
18305,2012.0,77535.0,
18306,2018.0,12071.0,
18307,2015.0,78731.0,
18308,2015.0,62000.0,
18309,2004.0,115000.0,
18310,2012.0,190000.0,
18311,2005.0,150000.0,
18312,2017.0,22492.0,
18313,2015.0,31860.0,
18314,2012.0,76230.0,
18315,2004.0,140000.0,
18316,2011.0,86882.0,
18317,2001.0,160000.0,
18318,2018.0,18827.0,
18319,2011.0,107640.0,
18320,2000.0,180000.0,
18321,2012.0,92437.0,
18322,2014.0,106012.0,
18323,2016.0,18002.0,
18324,2004.0,206058.0,
18325,2013.0,65000.0,
18327,2018.0,11565.0,
18328,2017.0,31555.0,
18329,2013.0,97612.0,
18330,2017.0,20229.0,
18331,2008.0,92667.0,
18333,2019.0,15344.0,
18334,2019.0,17695.0,
18335,2019.0,15688.0,
18336,2019.0,12199.0,
18337,2001.0,113000.0,
18338,2015.0,60518.0,
18339,2012.0,75716.0,
18340,2015.0,45137.0,
18341,2014.0,37687.0,
18342,2014.0,55657.0,
18344,2016.0,24009.0,
18346,2018.0,27888.0,
18347,2012.0,114630.0,
18348,2016.0,36371.0,
18350,2017.0,50699.0,
18351,2019.0,10673.0,
18352,2019.0,15997.0,
18353,2004.0,136066.0,
18354,2016.0,32455.0,
18355,2012.0,130022.0,
18356,1996.0,148622.0,
18357,2011.0,61579.0,
18358,2012.0,94917.0,
18359,2010.0,123000.0,
18360,2011.0,88010.0,
18361,2011.0,88010.0,
18362,2012.0,46600.0,
18363,2014.0,97759.0,
18364,2012.0,19514.0,
18365,2013.0,126000.0,
18366,2015.0,31860.0,
18367,2012.0,76230.0,
18368,2008.0,78457.0,
18369,2014.0,101952.0,
18370,2017.0,25798.0,
18371,2014.0,52198.0,
18372,2005.0,144762.0,
18373,2010.0,81440.0,
18374,2011.0,74488.0,
18375,2015.0,54331.0,
18376,2013.0,69689.0,
18377,2016.0,35469.0,
18378,2018.0,55109.0,
18380,2007.0,222618.0,
18381,2016.0,25096.0,
18383,2017.0,25911.0,
18384,2009.0,98994.0,
18385,2016.0,60095.0,
18386,1993.0,192894.0,
18387,2019.0,18652.0,
18388,2015.0,19956.0,
18389,2018.0,12347.0,
18390,2017.0,9877.0,
18391,2011.0,59953.0,
18392,2016.0,38765.0,
18393,2011.0,71175.0,
18396,2017.0,25798.0,
18397,2007.0,108091.0,
18398,2014.0,31935.0,
18399,2000.0,140000.0,
18400,2001.0,159000.0,
18401,2002.0,174000.0,
18402,2011.0,97000.0,
18403,2005.0,129000.0,
18404,1998.0,145000.0,
18406,2016.0,43400.0,
18407,2017.0,38650.0,
18408,2011.0,101415.0,
18411,2013.0,16367.0,
18412,2014.0,85816.0,
18413,1992.0,133000.0,
18414,2016.0,39399.0,
18415,2018.0,23341.0,
18416,2017.0,51733.0,
18417,2013.0,63517.0,
18418,2015.0,59476.0,
18419,2014.0,64493.0,
18420,2015.0,46974.0,
18421,2017.0,30261.0,
18422,2019.0,14598.0,
18423,2015.0,49902.0,
18424,2018.0,41095.0,
18425,2018.0,41467.0,
18426,2019.0,12272.0,
18427,2015.0,28205.0,
18428,2016.0,21752.0,
18429,2017.0,69174.0,
18430,2019.0,12020.0,
18431,2016.0,37129.0,
18432,2014.0,35939.0,
18433,2018.0,37319.0,
18434,2016.0,25423.0,
18435,2016.0,59576.0,
18436,2017.0,27656.0,
18437,2017.0,28604.0,
18438,2016.0,52584.0,
18439,2019.0,11361.0,
18440,2018.0,28187.0,
18441,2013.0,48520.0,
18442,2015.0,65757.0,
18443,2018.0,24042.0,
18444,2016.0,55001.0,
18445,2019.0,36554.0,
18446,2018.0,33605.0,
18447,2017.0,30876.0,
18448,2017.0,41072.0,
18449,2016.0,35469.0,
18450,2017.0,62084.0,
18451,2016.0,56709.0,
18452,2017.0,39279.0,
18453,2013.0,39777.0,
18454,2016.0,60978.0,
18455,2016.0,34111.0,
18456,2019.0,18841.0,
18457,2018.0,26902.0,
18458,2018.0,43447.0,
18459,2019.0,40577.0,
18460,2018.0,27257.0,
18461,2017.0,41559.0,
18462,2014.0,63222.0,
18463,2016.0,34636.0,
18464,2014.0,31935.0,
18465,2015.0,19956.0,
18466,2018.0,12347.0,
18467,2017.0,9877.0,
18468,2017.0,19048.0,
18469,2008.0,86425.0,
18470,2011.0,84117.0,
18471,2009.0,81583.0,
18472,2013.0,86750.0,
18473,2000.0,170000.0,
18474,2004.0,210000.0,
18475,2015.0,60456.0,
18476,2010.0,80436.0,
18477,2014.0,27905.0,
18478,2014.0,51581.0,
18479,2014.0,71410.0,
18480,2017.0,23419.0,
18481,2016.0,35811.0,
18482,2014.0,110772.0,
18483,2014.0,69698.0,
18484,2010.0,84911.0,
18486,1995.0,127000.0,
18487,2016.0,29865.0,
18488,2015.0,55555.0,
18489,2008.0,132922.0,
18490,2012.0,19514.0,
18491,2017.0,19048.0,
18492,2013.0,126000.0,
18493,2017.0,19856.0,
18494,2014.0,87358.0,
18495,2006.0,191000.0,
18497,2003.0,126700.0,
18498,2003.0,275000.0,
18499,2013.0,10863.0,
18501,2014.0,101943.0,
18502,2014.0,51581.0,
18503,2018.0,50810.0,
18504,2016.0,88614.0,
18505,2016.0,40209.0,
18506,2017.0,23419.0,
18507,2015.0,35559.0,
18508,2015.0,64904.0,
18509,2011.0,52999.0,
18510,2005.0,144762.0,
18511,2009.0,99462.0,
18513,2007.0,146100.0,
18514,1998.0,145000.0,
18515,2013.0,115400.0,
18516,2003.0,99600.0,
18517,2012.0,67503.0,
18518,2015.0,19743.0,
18519,2005.0,154100.0,
18520,2005.0,129000.0,
18521,2011.0,97000.0,
18523,2002.0,174000.0,
18524,2004.0,146000.0,
18525,2016.0,27295.0,
18526,2001.0,159000.0,
18528,2004.0,117278.0,
18529,2008.0,107883.0,
18530,2008.0,133445.0,
18531,2005.0,124142.0,
18532,2009.0,107373.0,
18533,2009.0,145520.0,
18534,2005.0,151026.0,
18535,2008.0,139436.0,
18536,2013.0,89262.0,
18537,2009.0,157418.0,
18538,2007.0,63405.0,
18540,2009.0,154442.0,
18541,2008.0,144090.0,
18542,2003.0,164852.0,
18543,2009.0,92543.0,
18544,2004.0,142274.0,
18545,2007.0,109290.0,
18546,2019.0,1847.0,
18547,2000.0,209000.0,
18548,2018.0,11506.0,
18549,2012.0,102621.0,
18551,2015.0,95323.0,
18552,2018.0,10233.0,
18553,2011.0,81343.0,
18554,2015.0,55079.0,
18555,2009.0,132629.0,
18556,2006.0,120900.0,
18557,2009.0,132629.0,
18558,2000.0,140000.0,
18559,2017.0,58551.0,
18560,2014.0,106012.0,
18561,2018.0,33322.0,
18562,2015.0,70200.0,
18563,2009.0,149900.0,
18564,2014.0,69698.0,
18565,2014.0,95694.0,
18566,2005.0,249000.0,
18567,2018.0,11756.0,
18568,2017.0,40771.0,
18569,2012.0,46600.0,
18570,2014.0,95694.0,
18571,2017.0,22492.0,
18572,2012.0,19514.0,
18573,2013.0,126000.0,
18574,2018.0,21413.0,
18576,2017.0,30000.0,
18578,2008.0,162000.0,
18579,2017.0,18362.0,
18580,2000.0,302000.0,
18581,2016.0,54711.0,
18582,2017.0,42138.0,
18583,2017.0,22492.0,
18584,2015.0,19956.0,
18585,2018.0,12347.0,
18590,2014.0,67385.0,
18591,2017.0,22051.0,
18592,2014.0,50496.0,
18594,2001.0,134000.0,
18595,1999.0,163361.0,
18596,2002.0,213000.0,
18597,1991.0,234685.0,
18598,2016.0,103000.0,
18599,2001.0,197000.0,
18600,2011.0,99000.0,
18601,2015.0,19956.0,
18602,2018.0,12347.0,
18603,2017.0,9877.0,
18604,2017.0,19048.0,
18605,2011.0,52247.0,
18606,2010.0,55304.0,
18607,2012.0,62049.0,
18608,2008.0,82613.0,
18609,2007.0,110000.0,
18610,2017.0,26309.0,
18611,2018.0,43248.0,
18612,2013.0,61214.0,
18614,2012.0,77059.0,
18615,2007.0,119000.0,
18616,2003.0,193000.0,
18617,2005.0,69000.0,
18618,2000.0,163000.0,
18619,2012.0,110958.0,
18620,2014.0,127071.0,
18621,2011.0,77665.0,
18622,2011.0,202479.0,
18623,2017.0,35302.0,
18624,2018.0,28419.0,
18625,2011.0,119611.0,
18626,2018.0,41873.0,
18627,2015.0,55681.0,
18628,2017.0,44338.0,
18629,2018.0,23336.0,
18630,2014.0,83527.0,
18631,2016.0,34636.0,
18632,2015.0,45875.0,
18633,2018.0,8076.0,
18634,2017.0,37899.0,
18635,2019.0,17992.0,
18636,2018.0,32753.0,
18637,2015.0,61982.0,
18638,2015.0,39000.0,
18639,2017.0,21490.0,
18640,2018.0,45090.0,
18641,2003.0,206355.0,
